subject_id,Second,Fz,Mx,My,CoPx,CoPy
11,22,584.91709578,34.927642242000000,-17.299330580000000,0.029575596000000000,0.059713442
11,23,584.87811716,32.6662661,-17.09508244,0.029228433000000000,0.055851296000000000
11,24,584.94174878,33.66938426,-16.94658235,0.028971354,0.057560255
11,25,584.96704134,35.878266666,-16.99151642,0.029046978000000000,0.061333846000000000
11,26,584.85932543,36.93776029,-17.27965785,0.029544981,0.063156489
11,27,585.006841,36.50585712,-17.26520081,0.029512802,0.062402639
11,28,584.81666206,34.193988672000000,-17.081253150000000,0.029207905,0.058469625
11,29,584.8848036000000,36.09961714400000,-17.01894247,0.029097935,0.061721071
11,30,584.97166136,36.685222296,-17.084744920000000,0.029206105,0.062712485
11,31,584.89052589,34.61868559,-17.90719026,0.030616305,0.059188302
11,32,584.9481276,35.518552475,-18.131953800000000,0.030997512,0.060720694
11,33,584.93940331,38.11782007,-19.01887284,0.032514206000000000,0.06516532800000000
11,34,584.9561867600000,38.649651080000000,-19.01921715,0.032513976,0.06607296
11,35,584.91701248,37.55735496,-18.91718663,0.032341673,0.06420964700000000
11,36,584.97936194,36.320979165,-19.048573830000000,0.032562741,0.06208929
11,37,584.8950928100000,38.051004913,-19.058089590000000,0.032583805,0.06505596800000000
11,38,584.91444405,38.10911476,-18.61909311,0.031832114,0.065153236
11,39,584.89771992,37.56443994,-18.50958142,0.031645846,0.064224091
11,40,584.92645697,37.59463035,-18.198734940000000,0.031112629,0.06427241000000000
11,41,584.95317486,37.31993002,-15.96753566,0.027297135,0.063799796
11,42,584.9172538900000,38.02146439,-16.93887186,0.028959415,0.065003034
11,43,584.94217513,39.94016509,-17.336557930000000,0.02963812,0.068280734
11,44,584.8803327300000,38.20653218,-16.750410950000000,0.028639069,0.06532363600000000
11,45,584.9156153500000,37.323473830000000,-17.299370110000000,0.029575822000000000,0.06380996600000000
11,46,584.9352984,37.354190790000000,-17.32099522,0.02961179,0.06386040700000000
11,47,584.86074165,38.24006171,-17.59985581,0.030092364,0.065383153
11,48,584.9509513000000,40.46981912,-17.751840340000000,0.030347857000000000,0.069185373
11,49,584.91849603,46.331262090000000,-19.83913408,0.033917607000000000,0.079210515
11,50,584.91917426,43.110134720000000,-20.338316080000000,0.03477107,0.07370241400000000
11,51,584.89573638,40.74955348,-19.23420033,0.032884888000000000,0.06966955400000000
11,52,584.9423275500000,41.33591414,-19.08644307,0.032629666,0.070666805
11,53,584.82481774,41.50930921,-18.49005445,0.031616348000000000,0.070977592
11,54,584.8531989900000,40.071486400000000,-18.3538944,0.03138203,0.068515461
11,55,584.87608417,39.891685530000000,-17.94804604,0.030686882000000000,0.068205316
11,56,584.86865187,38.13024907,-16.730758120000000,0.028605907,0.06519460600000000
11,57,584.89421868,37.91837973,-16.22005134,0.027731514000000000,0.064829428
11,58,584.84773566,36.672982339,-17.62989874,0.030144425000000000,0.06270519400000000
11,59,584.8905622914570,37.03178002512560,-17.352109582914600,0.029667346733668300,0.06331413869346730
12,0,848.9051980750000,10.574452452,1.541696562,-0.001780549,0.012430107
12,1,850.659238845,18.372386296000000,1.1499931000000000,-0.001313692,0.021608524
12,2,849.8583356390000,1.677650372,-0.6672434000000000,0.000788292,0.001974277
12,3,849.251977802,0.30440542800000000,-0.25767227000000000,0.000302247,0.000359101
12,4,848.986047057,-2.336550701,-3.87032233,0.004558859,-0.002743183
12,5,850.2768481100000,19.83390624,-0.14645933,0.00017729600000000000,0.023313341
12,6,849.72935477,13.759597,2.79922374,-0.003294972,0.016190909
12,7,850.0793948200000,25.455407610000000,2.19836158,-0.002584728,0.029940498000000000
12,8,849.30616354,15.50205422,3.24007005,-0.00381504,0.018251138
12,9,849.8153282250000,12.02177786,7.97458185,-0.009384807,0.014143291000000000
12,10,849.3139555610000,-3.5611009210000000,16.98710396,-0.019997823,-0.004180255
12,11,849.66488325,11.77556126,5.643694430000000,-0.006638344,0.013857247
12,12,849.6425617600000,14.64873918,3.9342609900000000,-0.004630588000000000,0.01724084
12,13,849.343433397,0.21004209,-2.077037523,0.002445646,0.00024542600000000000
12,14,849.8344745,-27.27020442,-7.32884509,0.008624196000000000,-0.032089558
12,15,849.2577792330000,-3.08626723,0.996617185,-0.001172701,-0.003634709
12,16,849.40049762,-7.339649844000000,1.43948567,-0.001695063,-0.008640044
12,17,849.641365333,-9.090355687000000,-5.5661866600000000,0.006551672,-0.01070026
12,18,849.3258994100000,10.67075895,-0.07056973,8.2943E-05,0.012562378
12,19,849.864344709,-15.517234856,-11.181756444000000,0.013155451000000000,-0.018254004000000000
12,20,849.4048249800000,6.527784617,-9.00916244,0.010606033,0.0076822290000000000
12,21,849.56013922,10.322375505,-10.2251059,0.012034713,0.012145476
12,22,849.83442699,4.246088253,-7.535105806,0.008867307,0.005002146
12,23,849.28023637,26.56185944,2.9670345900000000,-0.0034939140000000000,0.031275412
12,24,849.653783784,-15.184569972000000,-7.275263634,0.008559092000000000,-0.017860638
12,25,849.449991974,-17.52736213,-10.21239291,0.012021111,-0.020627309
12,26,849.372251677,-5.79554582,-9.313880121,0.010965363,-0.006822979
12,27,849.65045248,0.8176494560000000,-8.15529618,0.009597838,0.0009635670000000000
12,28,849.64760384,23.10207478,-3.32888821,0.003917697,0.027190008000000000
12,29,849.81380836,25.86788738,-2.2198896,0.002612302,0.030439335
